PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
571,1.0,2,male,62.0,0,0,10.5,S
572,1.0,1,female,53.0,2,0,51.4792,S
573,1.0,1,male,36.0,0,0,26.3875,S
574,1.0,3,female,28.0,0,0,7.75,Q
575,0.0,3,male,16.0,0,0,8.05,S
576,0.0,3,male,19.0,0,0,14.5,S
577,1.0,2,female,34.0,0,0,13.0,S
578,1.0,1,female,39.0,1,0,55.9,S
579,0.0,3,female,28.0,1,0,14.4583,C
580,1.0,3,male,32.0,0,0,7.925,S
581,1.0,2,female,25.0,1,1,30.0,S
582,1.0,1,female,39.0,1,1,110.8833,C
583,0.0,2,male,54.0,0,0,26.0,S
584,0.0,1,male,36.0,0,0,40.125,C
585,0.0,3,male,28.0,0,0,8.7125,C
586,1.0,1,female,18.0,0,2,79.65,S
587,0.0,2,male,47.0,0,0,15.0,S
588,1.0,1,male,60.0,1,1,79.2,C
589,0.0,3,male,22.0,0,0,8.05,S
590,0.0,3,male,28.0,0,0,8.05,S
591,0.0,3,male,35.0,0,0,7.125,S
592,1.0,1,female,52.0,1,0,78.2667,C
593,0.0,3,male,47.0,0,0,7.25,S
594,0.0,3,female,28.0,0,2,7.75,Q
595,0.0,2,male,37.0,1,0,26.0,S
596,0.0,3,male,36.0,1,1,24.15,S
597,1.0,2,female,28.0,0,0,33.0,S
598,0.0,3,male,49.0,0,0,0.0,S
599,0.0,3,male,28.0,0,0,7.225,C
600,1.0,1,male,49.0,1,0,56.9292,C
601,1.0,2,female,24.0,2,1,27.0,S
602,0.0,3,male,28.0,0,0,7.8958,S
603,0.0,1,male,28.0,0,0,42.4,S
604,0.0,3,male,44.0,0,0,8.05,S
605,1.0,1,male,35.0,0,0,26.55,C
606,0.0,3,male,36.0,1,0,15.55,S
607,0.0,3,male,30.0,0,0,7.8958,S
608,1.0,1,male,27.0,0,0,30.5,S
609,1.0,2,female,22.0,1,2,41.5792,C
610,1.0,1,female,40.0,0,0,153.4625,S
611,0.0,3,female,39.0,1,5,31.275,S
612,0.0,3,male,28.0,0,0,7.05,S
613,1.0,3,female,28.0,1,0,15.5,Q
614,0.0,3,male,28.0,0,0,7.75,Q
615,0.0,3,male,35.0,0,0,8.05,S
616,1.0,2,female,24.0,1,2,65.0,S
617,0.0,3,male,34.0,1,1,14.4,S
618,0.0,3,female,26.0,1,0,16.1,S
619,1.0,2,female,4.0,2,1,39.0,S
620,0.0,2,male,26.0,0,0,10.5,S
621,0.0,3,male,27.0,1,0,14.4542,C
622,1.0,1,male,42.0,1,0,52.5542,S
623,1.0,3,male,20.0,1,1,15.7417,C
624,0.0,3,male,21.0,0,0,7.8542,S
625,0.0,3,male,21.0,0,0,16.1,S
626,0.0,1,male,61.0,0,0,32.3208,S
627,0.0,2,male,57.0,0,0,12.35,Q
628,1.0,1,female,21.0,0,0,77.9583,S
629,0.0,3,male,26.0,0,0,7.8958,S
630,0.0,3,male,28.0,0,0,7.7333,Q
631,1.0,1,male,80.0,0,0,30.0,S
632,0.0,3,male,51.0,0,0,7.0542,S
633,1.0,1,male,32.0,0,0,30.5,C
634,0.0,1,male,28.0,0,0,0.0,S
635,0.0,3,female,9.0,3,2,27.9,S
636,1.0,2,female,28.0,0,0,13.0,S
637,0.0,3,male,32.0,0,0,7.925,S
638,0.0,2,male,31.0,1,1,26.25,S
639,0.0,3,female,41.0,0,5,39.6875,S
640,0.0,3,male,28.0,1,0,16.1,S
641,0.0,3,male,20.0,0,0,7.8542,S
642,1.0,1,female,24.0,0,0,69.3,C
643,0.0,3,female,2.0,3,2,27.9,S
644,1.0,3,male,28.0,0,0,56.4958,S
645,1.0,3,female,0.75,2,1,19.2583,C
646,1.0,1,male,48.0,1,0,76.7292,C
647,0.0,3,male,19.0,0,0,7.8958,S
648,1.0,1,male,56.0,0,0,35.5,C
649,0.0,3,male,28.0,0,0,7.55,S
650,1.0,3,female,23.0,0,0,7.55,S
651,0.0,3,male,28.0,0,0,7.8958,S
652,1.0,2,female,18.0,0,1,23.0,S
653,0.0,3,male,21.0,0,0,8.4333,S
654,1.0,3,female,28.0,0,0,7.8292,Q
655,0.0,3,female,18.0,0,0,6.75,Q
656,0.0,2,male,24.0,2,0,73.5,S
657,0.0,3,male,28.0,0,0,7.8958,S
658,0.0,3,female,32.0,1,1,15.5,Q
659,0.0,2,male,23.0,0,0,13.0,S
660,0.0,1,male,58.0,0,2,113.275,C
661,1.0,1,male,50.0,2,0,133.65,S
662,0.0,3,male,40.0,0,0,7.225,C
663,0.0,1,male,47.0,0,0,25.5875,S
664,0.0,3,male,36.0,0,0,7.4958,S
665,1.0,3,male,20.0,1,0,7.925,S
666,0.0,2,male,32.0,2,0,73.5,S
667,0.0,2,male,25.0,0,0,13.0,S
668,0.0,3,male,28.0,0,0,7.775,S
669,0.0,3,male,43.0,0,0,8.05,S
670,1.0,1,female,28.0,1,0,52.0,S
671,1.0,2,female,40.0,1,1,39.0,S
672,0.0,1,male,31.0,1,0,52.0,S
673,0.0,2,male,70.0,0,0,10.5,S
674,1.0,2,male,31.0,0,0,13.0,S
675,0.0,2,male,28.0,0,0,0.0,S
676,0.0,3,male,18.0,0,0,7.775,S
677,0.0,3,male,24.5,0,0,8.05,S
678,1.0,3,female,18.0,0,0,9.8417,S
679,0.0,3,female,43.0,1,6,46.9,S
680,1.0,1,male,36.0,0,1,512.3292,C
681,0.0,3,female,28.0,0,0,8.1375,Q
682,1.0,1,male,27.0,0,0,76.7292,C
683,0.0,3,male,20.0,0,0,9.225,S
684,0.0,3,male,14.0,5,2,46.9,S
685,0.0,2,male,60.0,1,1,39.0,S
686,0.0,2,male,25.0,1,2,41.5792,C
687,0.0,3,male,14.0,4,1,39.6875,S
688,0.0,3,male,19.0,0,0,10.1708,S
689,0.0,3,male,18.0,0,0,7.7958,S
690,1.0,1,female,15.0,0,1,211.3375,S
691,1.0,1,male,31.0,1,0,57.0,S
692,1.0,3,female,4.0,0,1,13.4167,C
693,1.0,3,male,28.0,0,0,56.4958,S
694,0.0,3,male,25.0,0,0,7.225,C
695,0.0,1,male,60.0,0,0,26.55,S
696,0.0,2,male,52.0,0,0,13.5,S
697,0.0,3,male,44.0,0,0,8.05,S
698,1.0,3,female,28.0,0,0,7.7333,Q
699,0.0,1,male,49.0,1,1,110.8833,C
700,0.0,3,male,42.0,0,0,7.65,S
701,1.0,1,female,18.0,1,0,227.525,C
702,1.0,1,male,35.0,0,0,26.2875,S
703,0.0,3,female,18.0,0,1,14.4542,C
704,0.0,3,male,25.0,0,0,7.7417,Q
705,0.0,3,male,26.0,1,0,7.8542,S
706,0.0,2,male,39.0,0,0,26.0,S
707,1.0,2,female,45.0,0,0,13.5,S
708,1.0,1,male,42.0,0,0,26.2875,S
709,1.0,1,female,22.0,0,0,151.55,S
710,1.0,3,male,28.0,1,1,15.2458,C
711,1.0,1,female,24.0,0,0,49.5042,C
712,0.0,1,male,28.0,0,0,26.55,S
713,1.0,1,male,48.0,1,0,52.0,S
714,0.0,3,male,29.0,0,0,9.4833,S
715,0.0,2,male,52.0,0,0,13.0,S
716,0.0,3,male,19.0,0,0,7.65,S
717,1.0,1,female,38.0,0,0,227.525,C
718,1.0,2,female,27.0,0,0,10.5,S
719,0.0,3,male,28.0,0,0,15.5,Q
720,0.0,3,male,33.0,0,0,7.775,S
721,1.0,2,female,6.0,0,1,33.0,S
722,0.0,3,male,17.0,1,0,7.0542,S
723,0.0,2,male,34.0,0,0,13.0,S
724,0.0,2,male,50.0,0,0,13.0,S
725,1.0,1,male,27.0,1,0,53.1,S
726,0.0,3,male,20.0,0,0,8.6625,S
727,1.0,2,female,30.0,3,0,21.0,S
728,1.0,3,female,28.0,0,0,7.7375,Q
729,0.0,2,male,25.0,1,0,26.0,S
730,0.0,3,female,25.0,1,0,7.925,S
731,1.0,1,female,29.0,0,0,211.3375,S
732,0.0,3,male,11.0,0,0,18.7875,C
733,0.0,2,male,28.0,0,0,0.0,S
734,0.0,2,male,23.0,0,0,13.0,S
735,0.0,2,male,23.0,0,0,13.0,S
736,0.0,3,male,28.5,0,0,16.1,S
737,0.0,3,female,48.0,1,3,34.375,S
738,1.0,1,male,35.0,0,0,512.3292,C
739,0.0,3,male,28.0,0,0,7.8958,S
740,0.0,3,male,28.0,0,0,7.8958,S
741,1.0,1,male,28.0,0,0,30.0,S
742,0.0,1,male,36.0,1,0,78.85,S
743,1.0,1,female,21.0,2,2,262.375,C
744,0.0,3,male,24.0,1,0,16.1,S
745,1.0,3,male,31.0,0,0,7.925,S
746,0.0,1,male,70.0,1,1,71.0,S
747,0.0,3,male,16.0,1,1,20.25,S
748,1.0,2,female,30.0,0,0,13.0,S
749,0.0,1,male,19.0,1,0,53.1,S
750,0.0,3,male,31.0,0,0,7.75,Q
751,1.0,2,female,4.0,1,1,23.0,S
752,1.0,3,male,6.0,0,1,12.475,S
753,0.0,3,male,33.0,0,0,9.5,S
754,0.0,3,male,23.0,0,0,7.8958,S
755,1.0,2,female,48.0,1,2,65.0,S
756,1.0,2,male,0.67,1,1,14.5,S
757,0.0,3,male,28.0,0,0,7.7958,S
758,0.0,2,male,18.0,0,0,11.5,S
759,0.0,3,male,34.0,0,0,8.05,S
760,1.0,1,female,33.0,0,0,86.5,S
761,0.0,3,male,28.0,0,0,14.5,S
762,0.0,3,male,41.0,0,0,7.125,S
763,1.0,3,male,20.0,0,0,7.2292,C
764,1.0,1,female,36.0,1,2,120.0,S
765,0.0,3,male,16.0,0,0,7.775,S
766,1.0,1,female,51.0,1,0,77.9583,S
767,0.0,1,male,28.0,0,0,39.6,C
768,0.0,3,female,30.5,0,0,7.75,Q
769,0.0,3,male,28.0,1,0,24.15,Q
770,0.0,3,male,32.0,0,0,8.3625,S
771,0.0,3,male,24.0,0,0,9.5,S
772,0.0,3,male,48.0,0,0,7.8542,S
773,0.0,2,female,57.0,0,0,10.5,S
774,0.0,3,male,28.0,0,0,7.225,C
775,1.0,2,female,54.0,1,3,23.0,S
776,0.0,3,male,18.0,0,0,7.75,S
777,0.0,3,male,28.0,0,0,7.75,Q
778,1.0,3,female,5.0,0,0,12.475,S
779,0.0,3,male,28.0,0,0,7.7375,Q
780,1.0,1,female,43.0,0,1,211.3375,S
781,1.0,3,female,13.0,0,0,7.2292,C
782,1.0,1,female,17.0,1,0,57.0,S
783,0.0,1,male,29.0,0,0,30.0,S
784,0.0,3,male,28.0,1,2,23.45,S
785,0.0,3,male,25.0,0,0,7.05,S
786,0.0,3,male,25.0,0,0,7.25,S
787,1.0,3,female,18.0,0,0,7.4958,S
788,0.0,3,male,8.0,4,1,29.125,Q
789,1.0,3,male,1.0,1,2,20.575,S
790,0.0,1,male,46.0,0,0,79.2,C
791,0.0,3,male,28.0,0,0,7.75,Q
792,0.0,2,male,16.0,0,0,26.0,S
793,0.0,3,female,28.0,8,2,69.55,S
794,0.0,1,male,28.0,0,0,30.6958,C
795,0.0,3,male,25.0,0,0,7.8958,S
796,0.0,2,male,39.0,0,0,13.0,S
797,1.0,1,female,49.0,0,0,25.9292,S
798,1.0,3,female,31.0,0,0,8.6833,S
799,0.0,3,male,30.0,0,0,7.2292,C
800,0.0,3,female,30.0,1,1,24.15,S
801,0.0,2,male,34.0,0,0,13.0,S
802,1.0,2,female,31.0,1,1,26.25,S
803,1.0,1,male,11.0,1,2,120.0,S
804,1.0,3,male,0.42,0,1,8.5167,C
805,1.0,3,male,27.0,0,0,6.975,S
806,0.0,3,male,31.0,0,0,7.775,S
807,0.0,1,male,39.0,0,0,0.0,S
808,0.0,3,female,18.0,0,0,7.775,S
809,0.0,2,male,39.0,0,0,13.0,S
810,1.0,1,female,33.0,1,0,53.1,S
811,0.0,3,male,26.0,0,0,7.8875,S
812,0.0,3,male,39.0,0,0,24.15,S
813,0.0,2,male,35.0,0,0,10.5,S
814,0.0,3,female,6.0,4,2,31.275,S
815,0.0,3,male,30.5,0,0,8.05,S
816,0.0,1,male,28.0,0,0,0.0,S
817,0.0,3,female,23.0,0,0,7.925,S
818,0.0,2,male,31.0,1,1,37.0042,C
819,0.0,3,male,43.0,0,0,6.45,S
820,0.0,3,male,10.0,3,2,27.9,S
821,1.0,1,female,52.0,1,1,93.5,S
822,1.0,3,male,27.0,0,0,8.6625,S
823,0.0,1,male,38.0,0,0,0.0,S
824,1.0,3,female,27.0,0,1,12.475,S
825,0.0,3,male,2.0,4,1,39.6875,S
826,0.0,3,male,28.0,0,0,6.95,Q
827,0.0,3,male,28.0,0,0,56.4958,S
828,1.0,2,male,1.0,0,2,37.0042,C
829,1.0,3,male,28.0,0,0,7.75,Q
830,1.0,1,female,62.0,0,0,80.0,S
831,1.0,3,female,15.0,1,0,14.4542,C
832,1.0,2,male,0.83,1,1,18.75,S
833,0.0,3,male,28.0,0,0,7.2292,C
834,0.0,3,male,23.0,0,0,7.8542,S
835,0.0,3,male,18.0,0,0,8.3,S
836,1.0,1,female,39.0,1,1,83.1583,C
837,0.0,3,male,21.0,0,0,8.6625,S
838,0.0,3,male,28.0,0,0,8.05,S
839,1.0,3,male,32.0,0,0,56.4958,S
840,1.0,1,male,28.0,0,0,29.7,C
841,0.0,3,male,20.0,0,0,7.925,S
842,0.0,2,male,16.0,0,0,10.5,S
843,1.0,1,female,30.0,0,0,31.0,C
844,0.0,3,male,34.5,0,0,6.4375,C
845,0.0,3,male,17.0,0,0,8.6625,S
846,0.0,3,male,42.0,0,0,7.55,S
847,0.0,3,male,28.0,8,2,69.55,S
848,0.0,3,male,35.0,0,0,7.8958,C
849,0.0,2,male,28.0,0,1,33.0,S
850,1.0,1,female,28.0,1,0,89.1042,C
851,0.0,3,male,4.0,4,2,31.275,S
852,0.0,3,male,74.0,0,0,7.775,S
853,0.0,3,female,9.0,1,1,15.2458,C
854,1.0,1,female,16.0,0,1,39.4,S
855,0.0,2,female,44.0,1,0,26.0,S
856,1.0,3,female,18.0,0,1,9.35,S
857,1.0,1,female,45.0,1,1,164.8667,S
858,1.0,1,male,51.0,0,0,26.55,S
859,1.0,3,female,24.0,0,3,19.2583,C
860,0.0,3,male,28.0,0,0,7.2292,C
861,0.0,3,male,41.0,2,0,14.1083,S
862,0.0,2,male,21.0,1,0,11.5,S
863,1.0,1,female,48.0,0,0,25.9292,S
864,0.0,3,female,28.0,8,2,69.55,S
865,0.0,2,male,24.0,0,0,13.0,S
866,1.0,2,female,42.0,0,0,13.0,S
867,1.0,2,female,27.0,1,0,13.8583,C
868,0.0,1,male,31.0,0,0,50.4958,S
869,0.0,3,male,28.0,0,0,9.5,S
870,1.0,3,male,4.0,1,1,11.1333,S
871,0.0,3,male,26.0,0,0,7.8958,S
872,1.0,1,female,47.0,1,1,52.5542,S
873,0.0,1,male,33.0,0,0,5.0,S
874,0.0,3,male,47.0,0,0,9.0,S
875,1.0,2,female,28.0,1,0,24.0,C
876,1.0,3,female,15.0,0,0,7.225,C
877,0.0,3,male,20.0,0,0,9.8458,S
878,0.0,3,male,19.0,0,0,7.8958,S
879,0.0,3,male,28.0,0,0,7.8958,S
880,1.0,1,female,56.0,0,1,83.1583,C
881,1.0,2,female,25.0,0,1,26.0,S
882,0.0,3,male,33.0,0,0,7.8958,S
883,0.0,3,female,22.0,0,0,10.5167,S
884,0.0,2,male,28.0,0,0,10.5,S
885,0.0,3,male,25.0,0,0,7.05,S
886,0.0,3,female,39.0,0,5,29.125,Q
887,0.0,2,male,27.0,0,0,13.0,S
888,1.0,1,female,19.0,0,0,30.0,S
889,0.0,3,female,28.0,1,2,23.45,S
890,1.0,1,male,26.0,0,0,30.0,C
891,0.0,3,male,32.0,0,0,7.75,Q
892,0.0,3,male,34.5,0,0,7.8292,Q
893,0.0,3,female,47.0,1,0,7.0,S
894,0.0,2,male,62.0,0,0,9.6875,Q
895,0.0,3,male,27.0,0,0,8.6625,S
896,0.0,3,female,22.0,1,1,12.2875,S
897,0.0,3,male,14.0,0,0,9.225,S
898,0.0,3,female,30.0,0,0,7.6292,Q
899,0.0,2,male,26.0,1,1,29.0,S
900,0.0,3,female,18.0,0,0,7.2292,C
901,0.0,3,male,21.0,2,0,24.15,S
902,0.0,3,male,28.0,0,0,7.8958,S
903,0.0,1,male,46.0,0,0,26.0,S
904,0.0,1,female,23.0,1,0,82.2667,S
905,0.0,2,male,63.0,1,0,26.0,S
906,0.0,1,female,47.0,1,0,61.175,S
907,0.0,2,female,24.0,1,0,27.7208,C
908,0.0,2,male,35.0,0,0,12.35,Q
909,0.0,3,male,21.0,0,0,7.225,C
910,0.0,3,female,27.0,1,0,7.925,S
911,0.0,3,female,45.0,0,0,7.225,C
912,0.0,1,male,55.0,1,0,59.4,C
913,0.0,3,male,9.0,0,1,3.1708,S
914,0.0,1,female,28.0,0,0,31.6833,S
915,0.0,1,male,21.0,0,1,61.3792,C
916,0.0,1,female,48.0,1,3,262.375,C
917,0.0,3,male,50.0,1,0,14.5,S
918,0.0,1,female,22.0,0,1,61.9792,C
919,0.0,3,male,22.5,0,0,7.225,C
920,0.0,1,male,41.0,0,0,30.5,S
921,0.0,3,male,28.0,2,0,21.6792,C
922,0.0,2,male,50.0,1,0,26.0,S
923,0.0,2,male,24.0,2,0,31.5,S
924,0.0,3,female,33.0,1,2,20.575,S
925,0.0,3,female,28.0,1,2,23.45,S
926,0.0,1,male,30.0,1,0,57.75,C
927,0.0,3,male,18.5,0,0,7.2292,C
928,0.0,3,female,28.0,0,0,8.05,S
929,0.0,3,female,21.0,0,0,8.6625,S
930,0.0,3,male,25.0,0,0,9.5,S
931,0.0,3,male,28.0,0,0,56.4958,S
932,0.0,3,male,39.0,0,1,13.4167,C
933,0.0,1,male,28.0,0,0,26.55,S
934,0.0,3,male,41.0,0,0,7.85,S
935,0.0,2,female,30.0,0,0,13.0,S
936,0.0,1,female,45.0,1,0,52.5542,S
937,0.0,3,male,25.0,0,0,7.925,S
938,0.0,1,male,45.0,0,0,29.7,C
939,0.0,3,male,28.0,0,0,7.75,Q
940,0.0,1,female,60.0,0,0,76.2917,C
941,0.0,3,female,36.0,0,2,15.9,S
942,0.0,1,male,24.0,1,0,60.0,S
943,0.0,2,male,27.0,0,0,15.0333,C
944,0.0,2,female,20.0,2,1,23.0,S
945,0.0,1,female,28.0,3,2,263.0,S
946,0.0,2,male,28.0,0,0,15.5792,C
947,0.0,3,male,10.0,4,1,29.125,Q
948,0.0,3,male,35.0,0,0,7.8958,S
949,0.0,3,male,25.0,0,0,7.65,S
950,0.0,3,male,28.0,1,0,16.1,S
951,0.0,1,female,36.0,0,0,262.375,C
952,0.0,3,male,17.0,0,0,7.8958,S
953,0.0,2,male,32.0,0,0,13.5,S
954,0.0,3,male,18.0,0,0,7.75,S
955,0.0,3,female,22.0,0,0,7.725,Q
956,0.0,1,male,13.0,2,2,262.375,C
957,0.0,2,female,28.0,0,0,21.0,S
958,0.0,3,female,18.0,0,0,7.8792,Q
959,0.0,1,male,47.0,0,0,42.4,S
960,0.0,1,male,31.0,0,0,28.5375,C
961,0.0,1,female,60.0,1,4,263.0,S
962,0.0,3,female,24.0,0,0,7.75,Q
963,0.0,3,male,21.0,0,0,7.8958,S
964,0.0,3,female,29.0,0,0,7.925,S
965,0.0,1,male,28.5,0,0,27.7208,C
966,0.0,1,female,35.0,0,0,211.5,C
967,0.0,1,male,32.5,0,0,211.5,C
968,0.0,3,male,28.0,0,0,8.05,S
969,0.0,1,female,55.0,2,0,25.7,S
970,0.0,2,male,30.0,0,0,13.0,S
971,0.0,3,female,24.0,0,0,7.75,Q
972,0.0,3,male,6.0,1,1,15.2458,C
973,0.0,1,male,67.0,1,0,221.7792,S
974,0.0,1,male,49.0,0,0,26.0,S
975,0.0,3,male,28.0,0,0,7.8958,S
976,0.0,2,male,28.0,0,0,10.7083,Q
977,0.0,3,male,28.0,1,0,14.4542,C
978,0.0,3,female,27.0,0,0,7.8792,Q
979,0.0,3,female,18.0,0,0,8.05,S
980,0.0,3,female,28.0,0,0,7.75,Q
981,0.0,2,male,2.0,1,1,23.0,S
982,0.0,3,female,22.0,1,0,13.9,S
983,0.0,3,male,28.0,0,0,7.775,S
984,0.0,1,female,27.0,1,2,52.0,S
985,0.0,3,male,28.0,0,0,8.05,S
986,0.0,1,male,25.0,0,0,26.0,C
987,0.0,3,male,25.0,0,0,7.7958,S
988,0.0,1,female,76.0,1,0,78.85,S
989,0.0,3,male,29.0,0,0,7.925,S
990,0.0,3,female,20.0,0,0,7.8542,S
991,0.0,3,male,33.0,0,0,8.05,S
992,0.0,1,female,43.0,1,0,55.4417,C
993,0.0,2,male,27.0,1,0,26.0,S
994,0.0,3,male,28.0,0,0,7.75,Q
995,0.0,3,male,26.0,0,0,7.775,S
996,0.0,3,female,16.0,1,1,8.5167,C
997,0.0,3,male,28.0,0,0,22.525,S
998,0.0,3,male,21.0,0,0,7.8208,Q
999,0.0,3,male,28.0,0,0,7.75,Q
1000,0.0,3,male,28.0,0,0,8.7125,S
1001,0.0,2,male,18.5,0,0,13.0,S
1002,0.0,2,male,41.0,0,0,15.0458,C
1003,0.0,3,female,28.0,0,0,7.7792,Q
1004,0.0,1,female,36.0,0,0,31.6792,C
1005,0.0,3,female,18.5,0,0,7.2833,Q
1006,0.0,1,female,63.0,1,0,221.7792,S
1007,0.0,3,male,18.0,1,0,14.4542,C
1008,0.0,3,male,28.0,0,0,6.4375,C
1009,0.0,3,female,1.0,1,1,16.7,S
1010,0.0,1,male,36.0,0,0,75.2417,C
1011,0.0,2,female,29.0,1,0,26.0,S
1012,0.0,2,female,12.0,0,0,15.75,S
1013,0.0,3,male,28.0,1,0,7.75,Q
1014,0.0,1,female,35.0,1,0,57.75,C
1015,0.0,3,male,28.0,0,0,7.25,S
1016,0.0,3,male,28.0,0,0,7.75,Q
1017,0.0,3,female,17.0,0,1,16.1,S
1018,0.0,3,male,22.0,0,0,7.7958,S
1019,0.0,3,female,28.0,2,0,23.25,Q
1020,0.0,2,male,42.0,0,0,13.0,S
1021,0.0,3,male,24.0,0,0,8.05,S
1022,0.0,3,male,32.0,0,0,8.05,S
1023,0.0,1,male,53.0,0,0,28.5,C
1024,0.0,3,female,28.0,0,4,25.4667,S
1025,0.0,3,male,28.0,1,0,6.4375,C
1026,0.0,3,male,43.0,0,0,7.8958,S
1027,0.0,3,male,24.0,0,0,7.8542,S
1028,0.0,3,male,26.5,0,0,7.225,C
1029,0.0,2,male,26.0,0,0,13.0,S
1030,0.0,3,female,23.0,0,0,8.05,S
1031,0.0,3,male,40.0,1,6,46.9,S
1032,0.0,3,female,10.0,5,2,46.9,S
1033,0.0,1,female,33.0,0,0,151.55,S
1034,0.0,1,male,61.0,1,3,262.375,C
1035,0.0,2,male,28.0,0,0,26.0,S
1036,0.0,1,male,42.0,0,0,26.55,S
1037,0.0,3,male,31.0,3,0,18.0,S
1038,0.0,1,male,28.0,0,0,51.8625,S
1039,0.0,3,male,22.0,0,0,8.05,S
1040,0.0,1,male,28.0,0,0,26.55,S
1041,0.0,2,male,30.0,1,1,26.0,S
1042,0.0,1,female,23.0,0,1,83.1583,C
1043,0.0,3,male,28.0,0,0,7.8958,C
1044,0.0,3,male,60.5,0,0,14.4542,S
1045,0.0,3,female,36.0,0,2,12.1833,S
1046,0.0,3,male,13.0,4,2,31.3875,S
1047,0.0,3,male,24.0,0,0,7.55,S
1048,0.0,1,female,29.0,0,0,221.7792,S
1049,0.0,3,female,23.0,0,0,7.8542,S
1050,0.0,1,male,42.0,0,0,26.55,S
1051,0.0,3,female,26.0,0,2,13.775,S
1052,0.0,3,female,28.0,0,0,7.7333,Q
1053,0.0,3,male,7.0,1,1,15.2458,C
1054,0.0,2,female,26.0,0,0,13.5,S
1055,0.0,3,male,28.0,0,0,7.0,S
1056,0.0,2,male,41.0,0,0,13.0,S
1057,0.0,3,female,26.0,1,1,22.025,S
1058,0.0,1,male,48.0,0,0,50.4958,C
1059,0.0,3,male,18.0,2,2,34.375,S
1060,0.0,1,female,28.0,0,0,27.7208,C
1061,0.0,3,female,22.0,0,0,8.9625,S
1062,0.0,3,male,28.0,0,0,7.55,S
1063,0.0,3,male,27.0,0,0,7.225,C
1064,0.0,3,male,23.0,1,0,13.9,S
1065,0.0,3,male,28.0,0,0,7.2292,C
1066,0.0,3,male,40.0,1,5,31.3875,S
1067,0.0,2,female,15.0,0,2,39.0,S
1068,0.0,2,female,20.0,0,0,36.75,S
1069,0.0,1,male,54.0,1,0,55.4417,C
1070,0.0,2,female,36.0,0,3,39.0,S
1071,0.0,1,female,64.0,0,2,83.1583,C
1072,0.0,2,male,30.0,0,0,13.0,S
1073,0.0,1,male,37.0,1,1,83.1583,C
1074,0.0,1,female,18.0,1,0,53.1,S
1075,0.0,3,male,28.0,0,0,7.75,Q
1076,0.0,1,female,27.0,1,1,247.5208,C
1077,0.0,2,male,40.0,0,0,16.0,S
1078,0.0,2,female,21.0,0,1,21.0,S
1079,0.0,3,male,17.0,2,0,8.05,S
1080,0.0,3,female,28.0,8,2,69.55,S
1081,0.0,2,male,40.0,0,0,13.0,S
1082,0.0,2,male,34.0,1,0,26.0,S
1083,0.0,1,male,28.0,0,0,26.0,S
1084,0.0,3,male,11.5,1,1,14.5,S
1085,0.0,2,male,61.0,0,0,12.35,Q
1086,0.0,2,male,8.0,0,2,32.5,S
1087,0.0,3,male,33.0,0,0,7.8542,S
1088,0.0,1,male,6.0,0,2,134.5,C
1089,0.0,3,female,18.0,0,0,7.775,S
1090,0.0,2,male,23.0,0,0,10.5,S
1091,0.0,3,female,28.0,0,0,8.1125,S
1092,0.0,3,female,28.0,0,0,15.5,Q
1093,0.0,3,male,0.33,0,2,14.4,S
1094,0.0,1,male,47.0,1,0,227.525,C
1095,0.0,2,female,8.0,1,1,26.0,S
1096,0.0,2,male,25.0,0,0,10.5,S
1097,0.0,1,male,28.0,0,0,25.7417,C
1098,0.0,3,female,35.0,0,0,7.75,Q
1099,0.0,2,male,24.0,0,0,10.5,S
1100,0.0,1,female,33.0,0,0,27.7208,C
1101,0.0,3,male,25.0,0,0,7.8958,S
1102,0.0,3,male,32.0,0,0,22.525,S
1103,0.0,3,male,28.0,0,0,7.05,S
1104,0.0,2,male,17.0,0,0,73.5,S
1105,0.0,2,female,60.0,1,0,26.0,S
1106,0.0,3,female,38.0,4,2,7.775,S
1107,0.0,1,male,42.0,0,0,42.5,S
1108,0.0,3,female,28.0,0,0,7.8792,Q
1109,0.0,1,male,57.0,1,1,164.8667,S
1110,0.0,1,female,50.0,1,1,211.5,C
1111,0.0,3,male,28.0,0,0,8.05,S
1112,0.0,2,female,30.0,1,0,13.8583,C
1113,0.0,3,male,21.0,0,0,8.05,S
1114,0.0,2,female,22.0,0,0,10.5,S
1115,0.0,3,male,21.0,0,0,7.7958,S
1116,0.0,1,female,53.0,0,0,27.4458,C
1117,0.0,3,female,28.0,0,2,15.2458,C
1118,0.0,3,male,23.0,0,0,7.7958,S
1119,0.0,3,female,28.0,0,0,7.75,Q
1120,0.0,3,male,40.5,0,0,15.1,S
1121,0.0,2,male,36.0,0,0,13.0,S
1122,0.0,2,male,14.0,0,0,65.0,S
1123,0.0,1,female,21.0,0,0,26.55,S
1124,0.0,3,male,21.0,1,0,6.4958,S
1125,0.0,3,male,28.0,0,0,7.8792,Q
1126,0.0,1,male,39.0,1,0,71.2833,C
1127,0.0,3,male,20.0,0,0,7.8542,S
1128,0.0,1,male,64.0,1,0,75.25,C
1129,0.0,3,male,20.0,0,0,7.225,C
1130,0.0,2,female,18.0,1,1,13.0,S
1131,0.0,1,female,48.0,1,0,106.425,C
1132,0.0,1,female,55.0,0,0,27.7208,C
1133,0.0,2,female,45.0,0,2,30.0,S
1134,0.0,1,male,45.0,1,1,134.5,C
1135,0.0,3,male,28.0,0,0,7.8875,S
